,location,coordinate,,,,
920,"Nieuwendammerdijk, Nieuwendammerham, Noord, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1023 BX, Nederland","(52.3860616, 4.9448168)",,,,
921,"46-1, Jan Hanzenstraat, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 ST, Nederland","(52.3681858, 4.8660382)",,,,
922,"361-1, Hoofdweg, Van Galenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1056 CP, Nederland","(52.3714004, 4.84929)",,,,
923,"46, Persijn, Buitenveldert, Zuid, Amsterdam, Noord-Holland, Nederland, 1082 ET, Nederland","(52.3263801, 4.873438)",,,,
924,"24, Huddekade, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 HC, Nederland","(52.3598445, 4.9062278)",,,,
925,"20, Tuinbouwstraat, Betondorp, Oost, Amsterdam, Noord-Holland, Nederland, 1097 XV, Nederland","(52.3407804, 4.9475211)",,,,
926,"176-1, Bos en Lommerweg, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 EG, Nederland","(52.3803624, 4.8535286)",,,,
927,"134-3, Bloemstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016 LH, Nederland","(52.3737165, 4.8791159)",,,,
928,"147-1, Van Ostadestraat, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 SW, Nederland","(52.3526155, 4.8945932)",,,,
929,"Zwaluwstraat, Vogelbuurt, Noord, Amsterdam, Noord-Holland, Nederland, 1021 ED, Nederland","(52.38546305, 4.917580832277135)",,,,
930,"9-1, Astasiastraat, Kadoelen, Noord, Amsterdam, Noord-Holland, Nederland, 1035 VG, Nederland","(52.4183682, 4.9052397)",,,,
931,"837, KNSM-laan, KNSM-eiland, Oostelijk Havengebied, Oost, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1019 LJ, Nederland","(52.3775328, 4.9455707)",,,,
932,"Bellefleurhof, De Bongerd, Noord, Amsterdam, Noord-Holland, Nederland, 1036 LC, Nederland","(52.40873195, 4.904999249999996)",,,,
933,"1, Zuiderzeepark, Nieuwendam, Noord, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1024 ME, Nederland","(52.3882422, 4.9591841)",,,,
934,"Frans Halsstraat, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 XA, Nederland","(52.35599165, 4.8885770031096385)",,,,
935,"40-1, Holendrechtstraat, IJselbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1078 TV, Nederland","(52.3482889, 4.9090828)",,,,
936,"Lizzy Ansinghstraat, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 RG, Nederland","(52.350195400000004, 4.893712382583377)",,,,
937,"Havengeldpost, 44, Jaagpad, Zuid, Amsterdam, Noord-Holland, Nederland, 1059 BP, Nederland","(52.3388293, 4.846708184090909)",,,,
938,"18-1, Stadionkade, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077 VK, Nederland","(52.3448628, 4.8722408)",,,,
939,"Noord, Holysloot, Amsterdam, Noord-Holland, Nederland, 1028 BB, Nederland","(52.4139838, 5.0261217)",,,,
940,"9A, Fokke Simonszstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 TD, Nederland","(52.360514, 4.8920393)",,,,
941,"147, Egelantiersstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 RA, Nederland","(52.3758906, 4.8789737)",,,,
942,"3-H, Vijzelgracht, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 HM, Nederland","(52.3618791, 4.8918483)",,,,
943,"107-H, Witte de Withstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 XP, Nederland","(52.3694131, 4.8590783)",,,,
944,"255, Cruquiuskade, Funenpark, Oostelijke Eilanden, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 AM, Nederland","(52.3676188, 4.9311923)",,,,
945,"Eerste Marnixplantsoen, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 ZA, Nederland","(52.3819137, 4.8801832)",,,,
946,"Oosterpark, Oost, Amsterdam, Noord-Holland, Nederland, 1092 AW, Nederland","(52.3594122, 4.924286640196655)",,,,
947,"32A-H, Witte de Withstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 XZ, Nederland","(52.3660715, 4.8595006)",,,,
948,"1-1, Van Alphenstraat, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 WE, Nederland","(52.3692118, 4.8683901)",,,,
949,"Rustenburgerstraat, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 GR, Nederland","(52.3517918, 4.89237075513723)",,,,
950,"382, Funenpark, Oostelijke Eilanden, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 AK, Nederland","(52.3687691, 4.9311658)",,,,
951,"Jan van Galenstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 BH, Nederland","(52.37527677036127, 4.863137088615605)",,,,
952,"9, Plantagekade, Plantage, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 ZV, Nederland","(52.3691054, 4.9115455)",,,,
953,"14, Mussenstraat, Vogelbuurt, Noord, Amsterdam, Noord-Holland, Nederland, 1021 CS, Nederland","(52.3865255, 4.9165292)",,,,
954,"2, Polderweg, Oostpoort, Oost, Amsterdam, Noord-Holland, Nederland, 1093 KM, Nederland","(52.3571789, 4.927527)",,,,
955,"58, Galileïplantsoen, Middenmeer, Oost, Amsterdam, Noord-Holland, Nederland, 1098 NB, Nederland","(52.3537497, 4.9403471)",,,,
956,"29, Alexanderstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 CE, Nederland","(52.3638843, 4.9207774)",,,,
957,"28, Palmgracht, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 HM, Nederland","(52.3822836, 4.8838355)",,,,
958,"Piramide Speeltuin, Nieuwe Westerdokstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1013 AG, Nederland","(52.380925149999996, 4.892151168223043)",,,,
959,"60, Stoombootweg, Kadoelen, Noord, Amsterdam, Noord-Holland, Nederland, 1035 TX, Nederland","(52.4180396, 4.9018036)",,,,
960,"236A, Egelantiersstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 PT, Nederland","(52.3760078, 4.8790605)",,,,
961,"81B, Utrechtsestraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 VJ, Nederland","(52.3631737, 4.8987111)",,,,
962,"Tweede Oosterparkstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091 KG, Nederland","(52.357591049999996, 4.919710843641493)",,,,
963,"Celebesstraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094 GA, Nederland","(52.35770285, 4.937283424836384)",,,,
964,"26, Admiraliteitstraat, Oostenburg, Oostelijke Eilanden, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 KP, Nederland","(52.3684193, 4.9244005)",,,,
965,"167, Nieuwe Leliestraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 HC, Nederland","(52.374638, 4.8782098)",,,,
966,"Westergasfabriek, Gosschalklaan, West, Amsterdam, Noord-Holland, Nederland, 1014 DB, Nederland","(52.386632399999996, 4.870982855756095)",,,,
967,"110W, Weesperzijde, Oost, Amsterdam, Noord-Holland, Nederland, 1091 EN, Nederland","(52.3511706, 4.9126465)",,,,
968,"Zuidoost, Driemond, Amsterdam, Noord-Holland, Nederland, 1106 ZS, Nederland","(52.30001263825634, 4.999870835422495)",,,,
969,"5, Winthontstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1013 BR, Nederland","(52.3842867, 4.8920823)",,,,
970,"Binnen Dommersstraat, Haarlemmerbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 HJ, Nederland","(52.38213295, 4.888079352366615)",,,,
971,"232, Pieter Lastmankade, Stadionbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1075 KA, Nederland","(52.3475889, 4.8565938)",,,,
972,"44-H, Bonairestraat, Westindische Buurt, West, Amsterdam, Noord-Holland, Nederland, 1058 XJ, Nederland","(52.3606358, 4.8558364)",,,,
973,"19-H, Jan van Eijckstraat, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077 LG, Nederland","(52.3498783, 4.8764974)",,,,
974,"850, Prinsengracht, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 JN, Nederland","(52.3621952, 4.9008144)",,,,
975,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
976,"81-1, Groen van Prinstererstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 EL, Nederland","(52.3821019, 4.87291)",,,,
977,"177, Dikninge, Zuid, Amsterdam, Noord-Holland, Nederland, 1083 VC, Nederland","(52.3314867, 4.8863772)",,,,
978,"1-H, Busken Huetstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 SX, Nederland","(52.3587359, 4.8570483)",,,,
979,"73-1, Bentinckstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 GG, Nederland","(52.3833139, 4.8726022)",,,,
980,"24, Leeuwarderweg, Tuindorp Buiksloot, Noord, Amsterdam, Noord-Holland, Nederland, 1025 RW, Nederland","(52.3915103, 4.9248058)",,,,
981,"9, Corantijnstraat, Westindische Buurt, West, Amsterdam, Noord-Holland, Nederland, 1058 DA, Nederland","(52.3616808, 4.8524027)",,,,
982,"378-1, Nassaukade, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 AD, Nederland","(52.3649233, 4.8784387)",,,,
983,"221-1, Admiralengracht, Hoofdweg, West, Amsterdam, Noord-Holland, Nederland, 1057 EW, Nederland","(52.3708112, 4.8561545)",,,,
984,"16-H, Elegaststraat, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055 TH, Nederland","(52.3778928, 4.8560555)",,,,
985,"54B, Da Costastraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 ZN, Nederland","(52.3687144, 4.8738877)",,,,
986,"Stach, 141, Jan Pieter Heijestraat, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 MG, Nederland","(52.3615463, 4.8649429)",,,,
987,"52-1, Cornelis Krusemanstraat, Willemsparkbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1075 NR, Nederland","(52.3505681, 4.859567)",,,,
988,"51F-3, Klaprozenweg, Noord, Amsterdam, Noord-Holland, Nederland, 1032 KK, Nederland","(52.3997446, 4.9033073)",,,,
989,"15-1, Vancouverstraat, Van Galenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1056 DT, Nederland","(52.3729593, 4.854161)",,,,
990,"Cornelis Troostplein, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 JL, Nederland","(52.35090145, 4.892178769899032)",,,,
991,"16-2, Schippersgracht, Rapenburg, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 TS, Nederland","(52.3705244, 4.9112953)",,,,
992,"4, Vrolikstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091 GL, Nederland","(52.3555346, 4.9121412)",,,,
993,"22, Dirk Hartoghstraat, Zeeheldenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1013 PH, Nederland","(52.3895394, 4.8865883)",,,,
994,"52-H, Kamperfoelieweg, Florabuurt, Noord, Amsterdam, Noord-Holland, Nederland, 1032 HP, Nederland","(52.3948316, 4.9146488)",,,,
995,"33-1, Douwes Dekkerstraat, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 SW, Nederland","(52.3684113, 4.8662264)",,,,
996,"161A, Kanaalstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 XE, Nederland","(52.3610922, 4.8594271)",,,,
997,"Houtmankade, West, Amsterdam, Noord-Holland, Nederland, 1013 MX, Nederland","(52.38975584720053, 4.884752379302873)",,,,
998,"Mauritskade, Oost, Amsterdam, Noord-Holland, Nederland, 1093 RP, Nederland","(52.36526437327927, 4.925410961049552)",,,,
999,"Schellingwouderbrug, Schellingwouderdijk, Noord, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1023 PA, Nederland","(52.3786968, 4.967228858918739)",,,,
1000,"75, Krugerplein, Transvaalbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1092 KS, Nederland","(52.353736, 4.9204731)",,,,
1001,"247-H, Marco Polostraat, Van Galenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1056 DM, Nederland","(52.3717673, 4.8548796)",,,,
1002,"335-1, Kinkerstraat, Van Lennepbuurt, West, Amsterdam, Noord-Holland, Nederland, 1053 EW, Nederland","(52.3644642, 4.8618242)",,,,
1003,"704, Amsteldijk, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1074 JH, Nederland","(52.35747015, 4.904672795726554)",,,,
1004,"63-H, Da Costakade, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 WG, Nederland","(52.370919, 4.8724086)",,,,
1005,"420-1, Rustenburgerstraat, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 HJ, Nederland","(52.3513554, 4.8898664)",,,,
1006,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
1007,"94-H, Elisabeth Wolffstraat, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 TX, Nederland","(52.3685983, 4.8678386)",,,,
1008,"14-H, Cornelis Trooststraat, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 JE, Nederland","(52.3503568, 4.887514)",,,,
1009,"37, Daniël Stalpertstraat, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 XA, Nederland","(52.3563592, 4.8891308)",,,,
1010,"11, Koppelingpad, Noord, Amsterdam, Noord-Holland, Nederland, 1033 NM, Nederland","(52.40379505, 4.9017862999999995)",,,,
1011,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
1012,"266, Buiksloterdijk, Noord, Amsterdam, Noord-Holland, Nederland, 1025 WE, Nederland","(52.3988954, 4.9218196)",,,,
1013,"Lijnbaansgracht, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 RM, Nederland","(52.36169879650859, 4.887067028782229)",,,,
1014,"230A, Jacob van Lennepstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 KB, Nederland","(52.3641812, 4.864896)",,,,
1015,"102-2, Weesperzijde, Oost, Amsterdam, Noord-Holland, Nederland, 1091 EM, Nederland","(52.3516248, 4.9116741)",,,,
1016,"378-1, Admiraal De Ruijterweg, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 NC, Nederland","(52.3822708, 4.8521984)",,,,
1017,"Boomgaardlaan, De Bongerd, Noord, Amsterdam, Noord-Holland, Nederland, 1033 DZ, Nederland","(52.404948457961666, 4.900244588002211)",,,,
1018,"372-H, Hoofdweg, Van Galenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1056 DD, Nederland","(52.3721474, 4.8494871)",,,,
1019,"197, Vegastraat, Tuindorp Oostzaan, Noord, Amsterdam, Noord-Holland, Nederland, 1033 HT, Nederland","(52.4137116, 4.8812737)",,,,
1020,"12-2, Gerard Doustraat, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 VP, Nederland","(52.3551471, 4.8875046)",,,,
1021,"21-H, Legmeerplein, Hoofddorperpleinbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1058 NK, Nederland","(52.3529423, 4.8519068)",,,,
1022,"Ringweg-Noord, Noord, Amsterdam, Noord-Holland, Nederland, 1035 JN, Nederland","(52.425118592052534, 4.888419999309254)",,,,
1023,"156-H, Jan Evertsenstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 EL, Nederland","(52.3699427, 4.8488087)",,,,
1024,"B&B Cows' Paradise, Poppendammergouw, Noord, Holysloot, Amsterdam, Noord-Holland, Nederland, 1028 AZ, Nederland","(52.4072689, 4.996020645589964)",,,,
1025,"40, Admiraliteitstraat, Oostenburg, Oostelijke Eilanden, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 KP, Nederland","(52.3685007, 4.9245318)",,,,
1026,"19C-1, Planciusstraat, Planciusbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1013 MD, Nederland","(52.3872084, 4.8853573)",,,,
1027,"191A, Ceintuurbaan, Oude Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1073 EK, Nederland","(52.3548701, 4.9007919)",,,,
1028,"27-H, Curaçaostraat, Westindische Buurt, West, Amsterdam, Noord-Holland, Nederland, 1058 BK, Nederland","(52.3598109, 4.8518761)",,,,
1029,"341-H, Jacob van Lennepstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 JK, Nederland","(52.3628741, 4.8600669)",,,,
1030,"122, Makassarstraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1095 TE, Nederland","(52.3637932, 4.9434174)",,,,
1031,"84-4, Derde Helmersstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 BM, Nederland","(52.3646753, 4.8747586)",,,,
1032,"Piet Heinkade, Oostelijk Havengebied, Oost, Amsterdam, Noord-Holland, Nederland, 1019 BR, Nederland","(52.37712414628273, 4.915680496151018)",,,,
1033,"156, Amstel, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 AE, Nederland","(52.3669714, 4.899206963252246)",,,,
1034,"58, Laagte Kadijk, Kadijken, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 BB, Nederland","(52.3689413, 4.9154677)",,,,
1035,"8-H, Gentiaanplein, Volewijck, Noord, Amsterdam, Noord-Holland, Nederland, 1031 AT, Nederland","(52.390063, 4.9133922)",,,,
1036,"6-1, Sara Burgerhartstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 KW, Nederland","(52.3822362, 4.8505245)",,,,
1037,"25-H, Van Woustraat, Oude Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1074 AB, Nederland","(52.3566735, 4.8999653)",,,,
1038,"81-H, Govert Flinckstraat, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 ED, Nederland","(52.3545104, 4.8898312)",,,,
1039,"Ceintuurbaan, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 EV, Nederland","(52.352759250000005, 4.8881980043859965)",,,,
1040,"73-4, Van Boetzelaerstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 EA, Nederland","(52.3820133, 4.8711839)",,,,
1041,"De Clercqstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1052 NK, Nederland","(52.37058198594055, 4.868547404437574)",,,,
1042,"16, Diemerparklaan, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1087 GE, Nederland","(52.3548335, 4.9950869)",,,,
1043,"2-3, Admiralengracht, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 EX, Nederland","(52.3649263, 4.8585597)",,,,
1044,"494, Funenpark, Oostelijke Eilanden, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 AK, Nederland","(52.3683165, 4.9303335)",,,,
1045,"37-4, Bonairestraat, Westindische Buurt, West, Amsterdam, Noord-Holland, Nederland, 1058 XC, Nederland","(52.3606763, 4.8554576)",,,,
1046,"Javastraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094 HH, Nederland","(52.363926, 4.932791686914911)",,,,
1047,"29-H, Elisabeth Wolffstraat, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1052 RP, Nederland","(52.3705098, 4.8671714)",,,,
1048,"13-H, Antillenstraat, Westindische Buurt, West, Amsterdam, Noord-Holland, Nederland, 1058 GW, Nederland","(52.3593026, 4.8513014)",,,,
1049,"83, Zwanebloemlaan, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1087 GD, Nederland","(52.3538735, 4.9955798)",,,,
1050,"10A, Van Beuningenstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 XE, Nederland","(52.3851098, 4.8784715)",,,,
1051,"West, Amsterdam, Noord-Holland, Nederland, 1051 KM, Nederland","(52.37577493178033, 4.867492840356841)",,,,
1052,"64-3, Groen van Prinstererstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 EP, Nederland","(52.3826926, 4.8723593)",,,,
1053,"145-1, Karel Doormanstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 VE, Nederland","(52.3791663, 4.8573762)",,,,
1054,"Cygnus Gymnasium, 8, Vrolikstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091 VG, Nederland","(52.3550113, 4.91262801299515)",,,,
1055,"Saïdja en Adindabrug, Hoofdweg, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1056 BB, Nederland","(52.375470449999995, 4.847411014251515)",,,,
1056,"614, Amstelvlietstraat, Oost, Amsterdam, Noord-Holland, Nederland, 1096 GG, Nederland","(52.3390802, 4.9185404)",,,,
1057,"Amstelkade, Scheldebuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1078 AV, Nederland","(52.347563699999995, 4.893251667837393)",,,,
1058,"18, Brigantijnkade, Steigereiland-Noord, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1086 VB, Nederland","(52.3641297, 4.9852269)",,,,
1059,"44, Brigantijnkade, Steigereiland-Noord, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1086 VB, Nederland","(52.3639065, 4.985684)",,,,
1060,"31-H, De Roos van Dekamaweg, Kolenkitbuurt, West, Amsterdam, Noord-Holland, Nederland, 1061 HS, Nederland","(52.3832337, 4.8406865)",,,,
1061,"Nieuwe Leeuwarderweg, Noord, Amsterdam, Noord-Holland, Nederland, 1021 BT, Nederland","(52.387355306360725, 4.916047396431384)",,,,
1062,"87-H, Jan Evertsenstraat, Jan Eef, West, Amsterdam, Noord-Holland, Nederland, 1057 BS, Nederland","(52.3705226, 4.8540582)",,,,
1063,"25, Piri Reisplein, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 KH, Nederland","(52.3666937, 4.8600843)",,,,
1064,"11, Realengracht, Centrum, Amsterdam, Noord-Holland, Nederland, 1013 KW, Nederland","(52.38718255, 4.888996071924602)",,,,
1065,"Admiraal De Ruijterweg, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 GM, Nederland","(52.3712955, 4.8619636)",,,,
1066,"Roeterseiland (UvA), Roetersstraat, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 WS, Nederland","(52.3637631, 4.913078400666832)",,,,
1067,"15-2, Hugo de Grootkade, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1052 LN, Nederland","(52.3723898, 4.8717157)",,,,
1068,"82, Johan Hofmanstraat, Osdorp, Nieuw-West, Sloten, Amsterdam, Noord-Holland, Nederland, 1069 KE, Nederland","(52.3526753, 4.7975865)",,,,
1069,"73-1, Bonairestraat, Westindische Buurt, West, Amsterdam, Noord-Holland, Nederland, 1058 XE, Nederland","(52.3619628, 4.8551446)",,,,
